GeoId|Geography|LEAID|Year|Iteration|DP02_59est|DP02_59moe|DP02_60est|DP02_60moe|DP02_60pct|DP02_60pctmoe|DP02_61est|DP02_61moe|DP02_61pct|DP02_61pctmoe|DP02_62est|DP02_62moe|DP02_62pct|DP02_62pctmoe|DP02_63est|DP02_63moe|DP02_63pct|DP02_63pctmoe|DP02_64est|DP02_64moe|DP02_64pct|DP02_64pctmoe|DP02_65est|DP02_65moe|DP02_65pct|DP02_65pctmoe|DP02_66est|DP02_66moe|DP02_66pct|DP02_66pctmoe|DP02_67est|DP02_67moe|DP02_67pct|DP02_67pctmoe|DP02_68est|DP02_68moe|DP02_68pct|DP02_68pctmoe
9500000US0608880|Clear Creek Elementary School District, CA|0608880|2019-2023|001|1341|189|27|37|2.0|2.7|49|31|3.7|2.2|300|76|22.4|5.0|325|87|24.2|5.2|158|60|11.8|4.1|293|72|21.8|4.2|189|55|14.1|3.6|1265|183|94.3|3.6|482|102|35.9|5.6
9700000US0608970|Cloverdale Unified School District, CA|0608970|2019-2023|001|8523|448|709|278|8.3|3.2|644|228|7.6|2.7|1392|278|16.3|3.2|2218|456|26.0|5.2|838|225|9.8|2.6|1719|333|20.2|3.8|1003|276|11.8|3.1|7170|470|84.1|3.3|2722|435|31.9|4.7
9700000US0609030|Clovis Unified School District, CA|0609030|2019-2023|001|154252|2539|4718|752|3.1|0.5|6142|705|4.0|0.5|28087|1627|18.2|1.0|35476|1755|23.0|1.1|16294|1148|10.6|0.7|39912|1765|25.9|1.1|23623|1238|15.3|0.7|143392|2396|93.0|0.7|63535|2104|41.2|1.2
9700000US0609070|Coachella Valley Unified School District, CA|0609070|2019-2023|001|55681|1832|16130|1623|29.0|2.4|6488|651|11.7|1.2|16557|1293|29.7|2.1|7021|717|12.6|1.4|2615|402|4.7|0.7|4496|500|8.1|0.9|2374|415|4.3|0.7|33063|1387|59.4|2.3|6870|642|12.3|1.1
9700000US0609120|Coalinga-Huron Unified School District, CA|0609120|2019-2023|001|15807|580|3517|527|22.2|3.0|2502|353|15.8|2.3|3909|467|24.7|2.8|3104|379|19.6|2.5|1158|296|7.3|1.9|1027|259|6.5|1.6|590|222|3.7|1.4|9788|610|61.9|3.3|1617|314|10.2|1.9
9600000US0699009|Coast Unified School District (9-12), CA|0699009|2019-2023|001|2696|487|10|18|0.4|0.7|104|67|3.9|2.4|388|150|14.4|5.3|728|210|27.0|6.7|254|116|9.4|4.1|766|287|28.4|8.4|446|150|16.5|4.8|2582|473|95.8|2.4|1212|331|45.0|7.6
9700000US0600049|Coast Unified School District, CA|0600049|2019-2023|001|5456|462|341|207|6.3|3.7|138|103|2.5|1.8|897|321|16.4|5.3|1217|228|22.3|4.2|613|125|11.2|2.2|1339|202|24.5|3.6|911|180|16.7|3.2|4977|434|91.2|4.1|2250|272|41.2|4.7
9500000US0609240|Coffee Creek Elementary School District, CA|0609240|2019-2023|001|226|105|3|4|1.3|2.1|9|14|4.0|5.1|98|57|43.4|13.9|61|32|27.0|12.8|1|3|0.4|1.4|33|38|14.6|13.0|21|24|9.3|9.3|214|101|94.7|5.6|54|46|23.9|13.2
9500000US0609270|Cold Spring Elementary School District, CA|0609270|2019-2023|001|1773|318|15|26|0.8|1.5|1|5|0.1|0.3|81|39|4.6|2.3|228|82|12.9|4.6|113|70|6.4|3.7|696|196|39.3|7.7|639|191|36.0|8.1|1757|320|99.1|1.5|1335|290|75.3|6.2
9500000US0609300|Colfax Elementary School District, CA|0609300|2019-2023|001|4111|478|159|134|3.9|3.2|305|146|7.4|3.4|1269|297|30.9|5.7|950|163|23.1|3.6|698|188|17.0|4.4|400|118|9.7|2.9|330|209|8.0|4.9|3647|432|88.7|4.5|730|240|17.8|5.6
9500000US0609330|College Elementary School District, CA|0609330|2019-2023|001|4892|583|231|134|4.7|2.7|204|154|4.2|3.0|778|226|15.9|4.0|1291|333|26.4|6.7|598|215|12.2|3.9|1186|327|24.2|6.1|604|191|12.3|3.8|4457|542|91.1|4.4|1790|394|36.6|7.1
9700000US0609390|Colton Joint Unified School District, CA|0609390|2019-2023|001|75954|1910|9100|870|12.0|1.1|8796|1004|11.6|1.3|23662|1299|31.2|1.5|15734|1190|20.7|1.4|5303|578|7.0|0.8|8779|839|11.6|1.1|4580|569|6.0|0.7|58058|1929|76.4|1.5|13359|1016|17.6|1.3
9500000US0609450|Columbia Elementary School District, CA|0609450|2019-2023|001|6556|544|135|67|2.1|1.0|179|86|2.7|1.3|1140|214|17.4|3.1|2074|388|31.6|4.8|990|248|15.1|3.6|1390|248|21.2|3.7|648|162|9.9|2.3|6242|531|95.2|1.8|2038|310|31.1|4.4
9500000US0609480|Columbia Union Elementary School District, CA|0609480|2019-2023|001|4590|543|50|55|1.1|1.2|197|103|4.3|2.3|1225|303|26.7|4.8|1730|292|37.7|4.7|558|220|12.2|4.8|556|167|12.1|3.6|274|118|6.0|2.5|4343|543|94.6|2.7|830|212|18.1|4.4
9500000US0609510|Columbine Elementary School District, CA|0609510|2019-2023|001|126|51|54|35|42.9|17.9|18|14|14.3|11.0|18|15|14.3|11.6|11|14|8.7|11.4|3|4|2.4|3.2|14|12|11.1|7.6|8|11|6.3|9.0|54|28|42.9|16.7|22|17|17.5|11.6
9700000US0609570|Colusa Unified School District, CA|0609570|2019-2023|001|5046|291|536|184|10.6|3.5|427|165|8.5|3.2|1644|276|32.6|5.0|1123|194|22.3|3.8|567|174|11.2|3.4|493|133|9.8|2.7|256|151|5.1|2.9|4083|331|80.9|4.9|749|190|14.8|3.7
9700000US0609620|Compton Unified School District, CA|0609620|2019-2023|001|96743|2093|21511|1214|22.2|1.1|11838|846|12.2|0.8|25991|1309|26.9|1.2|18200|981|18.8|1.0|6535|806|6.8|0.8|8907|804|9.2|0.8|3761|512|3.9|0.5|63394|1754|65.5|1.4|12668|1015|13.1|1.0
9700000US0609640|Conejo Valley Unified School District, CA|0609640|2019-2023|001|94734|1172|2379|435|2.5|0.5|2604|500|2.7|0.5|13413|1045|14.2|1.1|17972|994|19.0|1.0|9897|981|10.4|1.0|28021|1228|29.6|1.2|20448|1046|21.6|1.1|89751|1392|94.7|0.7|48469|1448|51.2|1.4
9700000US0609690|Corcoran Joint Unified School District, CA|0609690|2019-2023|001|16145|573|2620|397|16.2|2.4|3913|395|24.2|2.3|5010|445|31.0|2.6|3351|305|20.8|1.8|666|188|4.1|1.1|406|176|2.5|1.1|179|79|1.1|0.5|9612|598|59.5|3.0|585|183|3.6|1.1
9500000US0609780|Corning Union Elementary School District, CA|0609780|2019-2023|001|8653|603|1012|314|11.7|3.5|830|211|9.6|2.4|2698|579|31.2|6.0|2221|410|25.7|4.4|846|249|9.8|2.9|712|237|8.2|2.7|334|209|3.9|2.4|6811|627|78.7|4.5|1046|358|12.1|4.1
