GeoId|Geography|LEAID|Year|Iteration|DP02_59est|DP02_59moe|DP02_60est|DP02_60moe|DP02_60pct|DP02_60pctmoe|DP02_61est|DP02_61moe|DP02_61pct|DP02_61pctmoe|DP02_62est|DP02_62moe|DP02_62pct|DP02_62pctmoe|DP02_63est|DP02_63moe|DP02_63pct|DP02_63pctmoe|DP02_64est|DP02_64moe|DP02_64pct|DP02_64pctmoe|DP02_65est|DP02_65moe|DP02_65pct|DP02_65pctmoe|DP02_66est|DP02_66moe|DP02_66pct|DP02_66pctmoe|DP02_67est|DP02_67moe|DP02_67pct|DP02_67pctmoe|DP02_68est|DP02_68moe|DP02_68pct|DP02_68pctmoe
9700000US0623530|Mammoth Unified School District, CA|0623530|2019-2023|001|6445|535|210|160|3.3|2.5|408|291|6.3|4.5|1043|335|16.2|5.1|2060|439|32.0|6.2|721|290|11.2|4.4|981|376|15.2|6.0|1022|317|15.9|4.5|5827|565|90.4|4.3|2003|483|31.1|7.1
9500000US0623550|Manchester Union Elementary School District, CA|0623550|2019-2023|001|625|230|54|92|8.6|12.4|46|45|7.4|6.6|161|89|25.8|9.4|172|78|27.5|10.7|68|39|10.9|6.3|57|37|9.1|6.0|67|44|10.7|6.8|525|163|84.0|12.3|124|55|19.8|8.3
9700000US0600025|Manhattan Beach Unified School District, CA|0600025|2019-2023|001|24020|585|119|90|0.5|0.4|161|79|0.7|0.3|1112|274|4.6|1.1|2602|353|10.8|1.5|1056|246|4.4|1.0|10016|748|41.7|2.8|8954|721|37.3|3.0|23740|606|98.8|0.5|18970|654|79.0|1.9
9700000US0623610|Manteca Unified School District, CA|0623610|2019-2023|001|94384|2212|8376|862|8.9|0.9|7531|746|8.0|0.8|27942|1494|29.6|1.4|23102|1428|24.5|1.4|8574|789|9.1|0.8|13513|1010|14.3|1.0|5346|627|5.7|0.6|78477|2321|83.1|1.1|18859|1305|20.0|1.2
9500000US0623700|Manzanita Elementary School District, CA|0623700|2019-2023|001|887|190|111|63|12.5|6.3|43|29|4.8|2.9|196|84|22.1|8.0|282|101|31.8|8.8|80|36|9.0|3.7|124|53|14.0|5.5|51|24|5.7|2.6|733|164|82.6|6.8|175|65|19.7|6.7
9500000US0623730|Maple Creek Elementary School District, CA|0623730|2019-2023|001|42|32|0|14|0.0|52.3|0|14|0.0|52.3|13|16|31.0|29.7|17|18|40.5|23.6|0|14|0.0|52.3|10|10|23.8|23.0|2|7|4.8|17.6|42|32|100.0|52.3|12|11|28.6|25.2
9500000US0623760|Maple Elementary School District, CA|0623760|2019-2023|001|449|214|71|53|15.8|7.0|101|111|22.5|15.9|93|61|20.7|6.5|63|37|14.0|10.7|41|28|9.1|7.4|65|32|14.5|8.8|15|11|3.3|2.6|277|90|61.7|19.9|80|37|17.8|10.2
9500000US0623800|Marcum-Illinois Union Elementary School District, CA|0623800|2019-2023|001|570|94|25|22|4.4|3.8|15|11|2.6|1.9|164|59|28.8|7.6|174|45|30.5|6.4|55|27|9.6|4.3|87|23|15.3|4.6|50|22|8.8|3.7|530|92|93.0|4.4|137|33|24.0|6.3
9700000US0623820|Maricopa Unified School District, CA|0623820|2019-2023|001|1301|180|162|102|12.5|7.2|133|51|10.2|3.8|500|101|38.4|5.8|293|93|22.5|6.7|50|27|3.8|2.0|126|58|9.7|4.2|37|29|2.8|2.3|1006|149|77.3|7.0|163|64|12.5|4.9
9700000US0623940|Mariposa County Unified School District, CA|0623940|2019-2023|001|13265|167|375|188|2.8|1.4|872|242|6.6|1.8|2821|420|21.3|3.2|3807|447|28.7|3.4|1317|275|9.9|2.1|2527|398|19.1|2.9|1546|319|11.7|2.4|12018|382|90.6|2.4|4073|525|30.7|3.8
9500000US0623970|Mark Twain Union Elementary School District, CA|0623970|2019-2023|001|7664|608|246|173|3.2|2.2|277|181|3.6|2.3|1984|311|25.9|3.8|2282|344|29.8|3.8|1064|251|13.9|3.3|1254|321|16.4|3.9|557|188|7.3|2.4|7141|533|93.2|3.2|1811|359|23.6|4.2
9500000US0624000|Mark West Union Elementary School District, CA|0624000|2019-2023|001|9462|842|295|161|3.1|1.6|482|203|5.1|2.0|2371|518|25.1|4.6|2333|381|24.7|3.1|1019|273|10.8|3.2|1934|331|20.4|3.4|1028|223|10.9|2.2|8685|749|91.8|2.7|2962|413|31.3|3.9
9700000US0624030|Martinez Unified School District, CA|0624030|2019-2023|001|21601|983|385|126|1.8|0.6|890|210|4.1|1.0|4009|515|18.6|2.1|4943|518|22.9|2.3|2283|337|10.6|1.5|6136|504|28.4|2.1|2955|439|13.7|1.8|20326|1027|94.1|1.2|9091|690|42.1|2.5
9700000US0624090|Marysville Joint Unified School District, CA|0624090|2019-2023|001|42763|710|3165|544|7.4|1.3|4088|522|9.6|1.2|12069|851|28.2|1.9|12286|849|28.7|1.9|4381|486|10.2|1.1|4394|617|10.3|1.5|2380|519|5.6|1.2|35510|877|83.0|1.6|6774|716|15.8|1.7
9700000US0600038|Mattole Unified School District, CA|0600038|2019-2023|001|387|131|1|4|0.3|1.1|15|15|3.9|3.8|75|37|19.4|7.0|165|64|42.6|12.0|50|54|12.9|11.6|45|35|11.6|8.2|36|23|9.3|5.9|371|128|95.9|4.0|81|42|20.9|9.4
9700000US0624150|Maxwell Unified School District, CA|0624150|2019-2023|001|1095|231|230|135|21.0|9.9|86|50|7.9|4.4|373|132|34.1|9.5|138|40|12.6|3.6|47|27|4.3|2.6|176|75|16.1|6.4|45|33|4.1|2.9|779|173|71.1|10.6|221|85|20.2|7.1
9500000US0624180|McCabe Union Elementary School District, CA|0624180|2019-2023|001|4517|603|184|92|4.1|2.2|405|167|9.0|3.5|1027|274|22.7|5.6|1145|306|25.3|5.8|461|206|10.2|3.8|770|252|17.0|5.3|525|161|11.6|3.2|3928|587|87.0|4.3|1295|315|28.7|6.2
9500000US0624210|McCloud Union Elementary School District, CA|0624210|2019-2023|001|833|124|28|23|3.4|2.8|57|32|6.8|3.8|243|78|29.2|7.5|215|67|25.8|7.0|92|36|11.0|4.0|164|56|19.7|5.6|34|25|4.1|3.0|748|128|89.8|5.2|198|57|23.8|6.0
9700000US0624230|McFarland Unified School District, CA|0624230|2019-2023|001|8213|767|2480|441|30.2|4.3|925|230|11.3|3.0|2681|636|32.6|5.9|1309|322|15.9|4.0|474|190|5.8|2.5|279|131|3.4|1.6|65|57|0.8|0.7|4808|628|58.5|4.8|344|139|4.2|1.7
9500000US0624300|McKinleyville Union Elementary School District, CA|0624300|2019-2023|001|11623|762|7|12|0.1|0.1|666|334|5.7|2.7|2372|425|20.4|3.2|3235|385|27.8|3.1|1037|263|8.9|2.2|2748|421|23.6|3.7|1558|266|13.4|2.2|10950|623|94.2|2.7|4306|499|37.0|4.2
9500000US0624330|McKittrick Elementary School District, CA|0624330|2019-2023|001|86|40|2|3|2.3|3.7|18|14|20.9|11.7|21|20|24.4|19.5|36|27|41.9|24.3|3|4|3.5|5.0|3|6|3.5|8.0|3|6|3.5|8.0|66|31|76.7|12.3|6|12|7.0|15.8
9500000US0624360|McSwain Union Elementary School District, CA|0624360|2019-2023|001|3953|415|239|113|6.0|2.9|231|101|5.8|2.5|1178|310|29.8|6.3|652|174|16.5|4.0|263|114|6.7|2.8|747|269|18.9|6.6|643|218|16.3|5.7|3483|406|88.1|3.6|1390|257|35.2|6.5
9500000US0624390|Meadows Union Elementary School District, CA|0624390|2019-2023|001|1195|208|212|95|17.7|6.0|165|68|13.8|5.7|247|72|20.7|5.9|274|77|22.9|6.6|78|38|6.5|3.3|161|99|13.5|6.6|58|40|4.9|3.3|818|153|68.5|7.1|219|107|18.3|6.8
9700000US0624480|Mendocino Unified School District, CA|0624480|2019-2023|001|4786|534|47|43|1.0|0.9|193|91|4.0|1.9|851|292|17.8|5.5|1122|288|23.4|5.4|310|116|6.5|2.5|1253|328|26.2|5.8|1010|241|21.1|4.8|4546|535|95.0|2.2|2263|418|47.3|6.8
9700000US0600022|Mendota Unified School District, CA|0600022|2019-2023|001|7969|446|3188|486|40.0|6.0|1470|312|18.4|3.7|2014|399|25.3|4.7|724|191|9.1|2.4|220|109|2.8|1.3|294|124|3.7|1.5|59|43|0.7|0.5|3311|514|41.5|5.9|353|131|4.4|1.6
9500000US0624540|Menifee Union School District, CA|0624540|2019-2023|001|75326|2494|3506|587|4.7|0.8|4184|696|5.6|0.9|18442|1215|24.5|1.5|22047|1595|29.3|1.8|8563|979|11.4|1.2|12195|1202|16.2|1.4|6389|839|8.5|1.1|67636|2540|89.8|1.2|18584|1467|24.7|1.7
9500000US0624570|Menlo Park City Elementary School District, CA|0624570|2019-2023|001|17359|746|149|100|0.9|0.6|127|79|0.7|0.5|614|180|3.5|1.0|1043|236|6.0|1.3|511|164|2.9|0.9|5331|482|30.7|2.7|9584|722|55.2|3.0|17083|747|98.4|0.7|14915|712|85.9|1.6
9500000US0624600|Merced City Elementary School District, CA|0624600|2019-2023|001|54568|1418|6537|733|12.0|1.3|5816|910|10.7|1.6|14008|1022|25.7|1.8|12200|965|22.4|1.7|5408|718|9.9|1.3|6859|737|12.6|1.3|3740|508|6.9|0.9|42215|1410|77.4|2.0|10599|870|19.4|1.6
9500000US0624630|Merced River Union Elementary School District, CA|0624630|2019-2023|001|372|111|83|59|22.3|12.0|92|51|24.7|10.5|97|40|26.1|9.1|51|23|13.7|5.8|5|9|1.3|2.2|32|21|8.6|5.5|12|12|3.2|3.0|197|65|53.0|14.6|44|24|11.8|6.4
9600000US0624660|Merced Union High School District, CA|0624660|2019-2023|001|111058|1427|17793|1042|16.0|0.9|12008|1171|10.8|1.0|30081|1400|27.1|1.2|23923|1258|21.5|1.1|9157|832|8.2|0.7|12430|1043|11.2|0.9|5666|573|5.1|0.5|81257|1764|73.2|1.3|18096|1093|16.3|1.0
9500000US0624690|Meridian Elementary School District, CA|0624690|2019-2023|001|448|120|52|46|11.6|9.6|76|67|17.0|13.0|94|51|21.0|8.3|99|46|22.1|9.8|39|20|8.7|4.4|73|39|16.3|8.8|15|10|3.3|2.3|320|84|71.4|11.7|88|42|19.6|9.4
9500000US0624720|Mesa Union Elementary School District, CA|0624720|2019-2023|001|3178|595|211|120|6.6|3.6|106|65|3.3|1.8|447|145|14.1|4.0|680|215|21.4|5.3|311|128|9.8|3.3|825|243|26.0|5.8|598|175|18.8|4.7|2861|550|90.0|4.1|1423|318|44.8|6.1
9700000US0624750|Middletown Unified School District, CA|0624750|2019-2023|001|7325|805|178|117|2.4|1.5|508|226|6.9|3.0|1558|371|21.3|4.9|2272|503|31.0|5.6|1036|309|14.1|3.8|1271|455|17.4|5.6|502|194|6.9|2.8|6639|769|90.6|3.2|1773|464|24.2|5.7
9500000US0624780|Midway Elementary School District, CA|0624780|2019-2023|001|273|59|44|37|16.1|12.1|20|14|7.3|5.1|105|36|38.5|11.5|76|24|27.8|6.9|18|14|6.6|4.5|8|7|2.9|2.6|2|3|0.7|1.0|209|51|76.6|12.2|10|8|3.7|3.0
9500000US0624870|Mill Valley Elementary School District, CA|0624870|2019-2023|001|23213|825|137|88|0.6|0.4|136|79|0.6|0.3|1402|328|6.0|1.4|2659|437|11.5|1.8|951|222|4.1|1.0|8611|674|37.1|2.5|9317|772|40.1|3.1|22940|846|98.8|0.5|17928|874|77.2|2.4
9500000US0624900|Millbrae Elementary School District, CA|0624900|2019-2023|001|19109|666|1253|417|6.6|2.1|528|159|2.8|0.8|3479|474|18.2|2.5|3216|463|16.8|2.3|1537|243|8.0|1.3|5321|511|27.8|2.8|3775|373|19.8|1.9|17328|514|90.7|2.3|9096|571|47.6|3.1
9500000US0624930|Millville Elementary School District, CA|0624930|2019-2023|001|1319|227|0|14|0.0|3.2|13|12|1.0|0.9|345|90|26.2|6.6|500|172|37.9|9.0|146|50|11.1|3.6|207|63|15.7|4.6|108|55|8.2|3.9|1306|227|99.0|0.9|315|96|23.9|6.6
9700000US0624500|Milpitas Unified School District, CA|0624500|2019-2023|001|55692|877|3356|462|6.0|0.8|2574|334|4.6|0.6|7623|780|13.7|1.4|5938|617|10.7|1.1|4016|519|7.2|0.9|17950|1056|32.2|1.8|14235|1074|25.6|1.9|49762|954|89.4|1.0|32185|1339|57.8|2.2
9500000US0625110|Mission Union Elementary School District, CA|0625110|2019-2023|001|230|53|31|22|13.5|9.0|12|13|5.2|5.4|78|34|33.9|12.4|41|25|17.8|10.5|18|16|7.8|6.9|35|21|15.2|8.2|15|12|6.5|5.2|187|46|81.3|8.1|50|29|21.7|11.5
9500000US0625130|Modesto City Elementary School District, CA|0625130|2019-2023|001|73561|1698|10275|992|14.0|1.3|8070|734|11.0|1.0|22889|1493|31.1|1.7|15905|955|21.6|1.3|5110|650|6.9|0.9|8080|902|11.0|1.2|3232|529|4.4|0.7|55216|1878|75.1|1.5|11312|1038|15.4|1.3
9600000US0625150|Modesto City High School District, CA|0625150|2019-2023|001|182729|2044|16873|1159|9.2|0.6|16001|1267|8.8|0.7|53837|1973|29.5|1.0|44951|1594|24.6|0.8|14785|1030|8.1|0.5|25226|1670|13.8|0.9|11056|785|6.1|0.4|149855|2521|82.0|0.9|36282|1806|19.9|1.0
9700000US0625190|Modoc Joint Unified School District, CA|0625190|2019-2023|001|4131|306|285|244|6.9|6.0|307|114|7.4|2.8|1213|371|29.4|8.4|989|191|23.9|4.3|390|138|9.4|3.2|628|203|15.2|4.6|319|235|7.7|5.8|3539|429|85.7|7.1|947|336|22.9|8.1
9700000US0625230|Mojave Unified School District, CA|0625230|2019-2023|001|13246|625|1091|341|8.2|2.6|1933|396|14.6|2.8|4713|524|35.6|3.6|3236|470|24.4|3.2|991|237|7.5|1.8|855|278|6.5|2.1|427|181|3.2|1.4|10222|611|77.2|3.0|1282|301|9.7|2.3
9500000US0625290|Monroe Elementary School District, CA|0625290|2019-2023|001|395|143|86|46|21.8|9.0|48|34|12.2|7.2|127|65|32.2|12.1|74|47|18.7|8.6|17|12|4.3|2.9|32|20|8.1|3.9|11|11|2.8|2.2|261|105|66.1|10.8|43|26|10.9|4.5
9700000US0625320|Monrovia Unified School District, CA|0625320|2019-2023|001|31862|989|1716|387|5.4|1.3|1503|299|4.7|0.9|6002|642|18.8|1.9|6409|581|20.1|1.7|2412|362|7.6|1.2|8348|681|26.2|2.0|5472|609|17.2|1.7|28643|1100|89.9|1.4|13820|846|43.4|2.1
9500000US0625350|Monson-Sultana Joint Union Elementary School District, CA|0625350|2019-2023|001|1386|211|378|126|27.3|7.5|157|73|11.3|4.9|291|100|21.0|6.8|254|103|18.3|6.5|124|48|8.9|3.7|110|52|7.9|3.4|72|60|5.2|4.2|851|150|61.4|6.8|182|92|13.1|6.1
9500000US0625380|Montague Elementary School District, CA|0625380|2019-2023|001|1351|193|32|33|2.4|2.4|72|45|5.3|3.2|400|89|29.6|5.5|542|137|40.1|7.3|139|43|10.3|3.2|140|58|10.4|4.3|26|19|1.9|1.4|1247|178|92.3|3.9|166|63|12.3|4.7
9500000US0625410|Monte Rio Union Elementary School District, CA|0625410|2019-2023|001|1211|276|7|10|0.6|0.9|33|31|2.7|2.4|319|127|26.3|7.2|245|103|20.2|8.3|175|79|14.5|6.0|325|129|26.8|7.3|107|60|8.8|5.0|1171|266|96.7|2.6|432|135|35.7|7.0
9700000US0625470|Montebello Unified School District, CA|0625470|2019-2023|001|108279|2149|22286|1302|20.6|1.1|13676|1100|12.6|1.0|28735|1311|26.5|1.1|18006|1103|16.6|1.0|6971|734|6.4|0.7|13553|1085|12.5|1.0|5052|531|4.7|0.5|72317|1953|66.8|1.2|18605|1205|17.2|1.1
9500000US0625500|Montecito Union Elementary School District, CA|0625500|2019-2023|001|4695|460|9|14|0.2|0.3|76|70|1.6|1.5|247|123|5.3|2.6|700|166|14.9|3.4|114|57|2.4|1.3|1871|250|39.9|4.9|1678|339|35.7|5.1|4610|452|98.2|1.5|3549|426|75.6|4.1
9700000US0625530|Monterey Peninsula Unified School District, CA|0625530|2019-2023|001|63703|1113|3842|479|6.0|0.8|3235|456|5.1|0.7|10992|747|17.3|1.1|12248|948|19.2|1.4|6287|580|9.9|0.9|14637|937|23.0|1.4|12462|713|19.6|1.1|56626|1273|88.9|1.0|27099|1115|42.5|1.7
9500000US0625650|Montgomery Elementary School District, CA|0625650|2019-2023|001|846|175|14|13|1.7|1.5|42|40|5.0|4.5|226|84|26.7|8.1|223|85|26.4|8.8|65|46|7.7|5.3|137|42|16.2|4.5|139|60|16.4|5.7|790|166|93.4|4.7|276|83|32.6|7.3
9700000US0625690|Moorpark Unified School District, CA|0625690|2019-2023|001|25452|737|1356|317|5.3|1.2|1009|247|4.0|1.0|4009|469|15.8|1.7|4995|496|19.6|1.9|2778|475|10.9|1.8|7521|522|29.5|2.0|3784|538|14.9|2.2|23087|754|90.7|1.5|11305|655|44.4|2.6
9500000US0625740|Moraga Elementary School District, CA|0625740|2019-2023|001|10586|469|35|30|0.3|0.3|58|52|0.5|0.5|507|211|4.8|2.0|870|169|8.2|1.5|590|144|5.6|1.3|4420|404|41.8|3.4|4106|421|38.8|3.6|10493|490|99.1|0.6|8526|523|80.5|3.5
9500000US0625770|Moreland School District, CA|0625770|2019-2023|001|34715|1586|1180|367|3.4|1.1|920|394|2.7|1.1|4173|538|12.0|1.5|5049|748|14.5|1.9|2585|467|7.4|1.3|10641|907|30.7|2.3|10167|871|29.3|2.1|32615|1585|94.0|1.5|20808|1300|59.9|2.7
9700000US0625800|Moreno Valley Unified School District, CA|0625800|2019-2023|001|113569|1936|11479|925|10.1|0.8|11712|716|10.3|0.6|35024|1927|30.8|1.6|26419|1466|23.3|1.3|9905|980|8.7|0.9|13295|1185|11.7|1.0|5735|649|5.0|0.6|90378|1959|79.6|1.0|19030|1313|16.8|1.1
9700000US0625830|Morgan Hill Unified School District, CA|0625830|2019-2023|001|45357|1197|2801|459|6.2|1.0|1498|344|3.3|0.7|8123|834|17.9|1.7|9813|830|21.6|1.7|3571|459|7.9|1.0|12517|850|27.6|1.8|7034|591|15.5|1.2|41058|1295|90.5|1.2|19551|1066|43.1|2.1
9700000US0625860|Morongo Unified School District, CA|0625860|2019-2023|001|44841|1304|1304|284|2.9|0.6|2926|455|6.5|1.0|11856|851|26.4|1.9|14983|1052|33.4|1.9|3843|432|8.6|0.9|6694|838|14.9|1.8|3235|391|7.2|0.9|40611|1265|90.6|1.2|9929|1013|22.1|2.2
9500000US0625980|Mother Lode Union Elementary School District, CA|0625980|2019-2023|001|12518|1022|208|111|1.7|0.9|346|135|2.8|1.1|3595|622|28.7|4.3|3700|540|29.6|3.0|1431|400|11.4|2.9|2306|352|18.4|2.8|932|222|7.4|1.8|11964|1034|95.6|1.4|3238|408|25.9|3.3
9500000US0626340|Mount Baldy Joint Elementary School District, CA|0626340|2019-2023|001|253|105|0|14|0.0|15.4|10|11|4.0|4.2|10|13|4.0|5.5|61|41|24.1|11.9|17|26|6.7|9.8|74|55|29.2|17.3|81|43|32.0|11.1|243|102|96.0|4.2|155|76|61.3|15.0
9700000US0626370|Mount Diablo Unified School District, CA|0626370|2019-2023|001|187217|2330|9200|960|4.9|0.5|8565|923|4.6|0.5|32435|1758|17.3|0.9|36812|1778|19.7|0.9|16790|1072|9.0|0.6|54655|1886|29.2|0.9|28760|1154|15.4|0.6|169452|2520|90.5|0.6|83415|2172|44.6|1.1
9500000US0626400|Mount Pleasant Elementary School District, CA|0626400|2019-2023|001|15083|1206|2714|597|18.0|3.3|1451|356|9.6|2.2|3452|533|22.9|3.2|2478|431|16.4|2.5|1130|270|7.5|1.7|2877|427|19.1|2.8|981|270|6.5|1.7|10918|877|72.4|3.6|3858|512|25.6|3.2
9500000US0626040|Mount Shasta Union Elementary School District, CA|0626040|2019-2023|001|6018|427|103|89|1.7|1.5|82|78|1.4|1.3|1053|259|17.5|4.0|1857|363|30.9|5.7|893|243|14.8|3.9|1456|272|24.2|4.1|574|178|9.5|2.9|5833|423|96.9|1.8|2030|308|33.7|4.6
9500000US0626070|Mountain Elementary School District, CA|0626070|2019-2023|001|1308|235|5|7|0.4|0.5|17|23|1.3|1.7|168|69|12.8|4.5|284|92|21.7|5.3|141|45|10.8|2.8|365|98|27.9|5.7|328|80|25.1|5.0|1286|234|98.3|2.0|693|145|53.0|7.3
9700000US0626100|Mountain Empire Unified School District, CA|0626100|2019-2023|001|8938|1135|378|235|4.2|2.6|732|221|8.2|2.6|2554|577|28.6|5.5|2529|422|28.3|4.6|780|243|8.7|2.6|1407|751|15.7|7.1|558|193|6.2|2.3|7828|1135|87.6|3.5|1965|790|22.0|7.2
9500000US0626130|Mountain House Elementary School District, CA|0626130|2019-2023|001|273|124|16|20|5.9|6.8|8|12|2.9|3.9|92|48|33.7|8.3|65|32|23.8|9.9|37|29|13.6|7.3|39|28|14.3|5.7|16|18|5.9|5.8|249|116|91.2|7.6|55|38|20.1|8.3
9500000US0627040|Mountain Union Elementary School District, CA|0627040|2019-2023|001|1211|245|33|28|2.7|2.2|63|35|5.2|2.8|356|114|29.4|6.5|374|97|30.9|6.1|189|84|15.6|6.4|102|45|8.4|3.2|94|57|7.8|4.2|1115|230|92.1|3.3|196|79|16.2|5.2
9700000US0600018|Mountain Valley Unified School District, CA|0600018|2019-2023|001|3153|794|146|195|4.6|6.5|146|133|4.6|4.1|1897|611|60.2|10.6|402|207|12.7|4.7|71|62|2.3|2.0|300|193|9.5|6.5|191|151|6.1|4.9|2861|781|90.7|8.3|491|258|15.6|8.6
9500000US0626190|Mountain View Elementary School District (Los Angeles County), CA|0626190|2019-2023|001|34469|1517|9220|887|26.7|2.2|5087|545|14.8|1.5|8981|778|26.1|2.0|5513|538|16.0|1.5|1604|260|4.7|0.7|3232|410|9.4|1.0|832|146|2.4|0.4|20162|1068|58.5|1.9|4064|453|11.8|1.1
9500000US0626220|Mountain View Elementary School District (San Bernardino County), CA|0626220|2019-2023|001|20863|1231|884|239|4.2|1.2|1027|307|4.9|1.4|4517|584|21.7|2.7|5468|636|26.2|2.8|1884|460|9.0|2.1|4985|796|23.9|3.1|2098|362|10.1|1.8|18952|1231|90.8|1.8|7083|816|34.0|2.9
9500000US0626280|Mountain View Whisman Elementary School District, CA|0626280|2019-2023|001|51640|1194|1842|653|3.6|1.3|1046|226|2.0|0.4|4475|592|8.7|1.1|4673|587|9.0|1.1|2089|431|4.0|0.8|15424|1058|29.9|1.7|22091|1030|42.8|1.9|48752|1570|94.4|1.2|37515|1460|72.6|2.0
9600000US0626310|Mountain View-Los Altos Union School District, CA|0626310|2019-2023|001|84280|1409|2126|645|2.5|0.8|1291|266|1.5|0.3|5763|675|6.8|0.8|6863|624|8.1|0.7|2908|448|3.5|0.5|25507|1200|30.3|1.2|39822|1364|47.2|1.5|80863|1711|95.9|0.7|65329|1700|77.5|1.4
9500000US0626430|Mulberry Elementary School District, CA|0626430|2019-2023|001|159|147|11|13|6.9|7.4|83|129|52.2|44.3|22|16|13.8|16.6|26|20|16.4|18.2|14|16|8.8|13.1|3|7|1.9|5.0|0|14|0.0|23.2|65|39|40.9|42.1|3|7|1.9|5.0
9500000US0626460|Mupu Elementary School District, CA|0626460|2019-2023|001|440|117|22|18|5.0|3.9|31|18|7.0|3.7|99|48|22.5|7.4|132|48|30.0|8.3|48|26|10.9|5.6|69|29|15.7|6.8|39|35|8.9|7.0|387|105|88.0|5.2|108|44|24.5|8.6
9700000US0626490|Muroc Joint Unified School District, CA|0626490|2019-2023|001|3812|518|152|100|4.0|2.6|251|82|6.6|2.1|891|227|23.4|5.2|1219|273|32.0|6.1|250|85|6.6|2.5|745|335|19.5|7.3|304|105|8.0|2.7|3409|504|89.4|3.8|1049|360|27.5|7.4
9700000US0600029|Murrieta Valley Unified School District, CA|0600029|2019-2023|001|74216|1851|2219|584|3.0|0.8|2604|549|3.5|0.7|15320|1151|20.6|1.5|21196|1621|28.6|1.9|7926|862|10.7|1.2|16271|1209|21.9|1.5|8680|838|11.7|1.1|69393|2056|93.5|1.1|24951|1462|33.6|1.8
9700000US0626640|Napa Valley Unified School District, CA|0626640|2019-2023|001|83648|553|8081|668|9.7|0.8|4831|485|5.8|0.6|15299|849|18.3|1.0|17235|868|20.6|1.0|7086|562|8.5|0.7|19968|920|23.9|1.1|11148|666|13.3|0.8|70736|917|84.6|0.9|31116|1045|37.2|1.2
9500000US0626670|National Elementary School District, CA|0626670|2019-2023|001|38053|1176|5204|642|13.7|1.6|3992|537|10.5|1.3|10540|808|27.7|2.1|8899|784|23.4|1.9|3237|437|8.5|1.1|4713|602|12.4|1.5|1468|274|3.9|0.7|28857|1081|75.8|1.9|6181|612|16.2|1.5
9700000US0600036|Natomas Unified School District, CA|0600036|2019-2023|001|59417|2281|2318|484|3.9|0.8|1929|411|3.2|0.7|11510|1076|19.4|1.6|12246|1118|20.6|1.6|5025|571|8.5|0.9|16970|1138|28.6|1.8|9419|898|15.9|1.4|55170|2160|92.9|1.0|26389|1379|44.4|1.9
9700000US0626760|Needles Unified School District, CA|0626760|2019-2023|001|5208|312|148|89|2.8|1.7|867|248|16.6|4.4|1714|216|32.9|4.3|1584|303|30.4|5.3|389|138|7.5|2.7|363|114|7.0|2.2|143|86|2.7|1.7|4193|297|80.5|4.8|506|154|9.7|3.0
9500000US0626820|Nevada City Elementary School District, CA|0626820|2019-2023|001|12403|1005|187|127|1.5|1.0|321|140|2.6|1.1|2023|447|16.3|3.3|3068|521|24.7|3.9|971|329|7.8|2.7|3554|526|28.7|3.5|2279|435|18.4|3.1|11895|936|95.9|1.6|5833|690|47.0|3.7
9600000US0699014|Nevada Joint Union High School District (9-12), CA|0699014|2019-2023|001|498|133|16|26|3.2|5.0|39|30|7.8|5.8|195|69|39.2|9.1|104|47|20.9|7.3|53|36|10.6|6.5|57|36|11.4|7.0|34|29|6.8|5.0|443|125|89.0|7.8|91|48|18.3|8.2
9600000US0626880|Nevada Joint Union High School District, CA|0626880|2019-2023|001|66472|432|881|255|1.3|0.4|2340|343|3.5|0.5|14969|1228|22.5|1.8|17465|1034|26.3|1.6|7097|642|10.7|1.0|14918|1075|22.4|1.6|8802|915|13.2|1.4|63251|555|95.2|0.6|23720|1280|35.7|1.9
9700000US0626910|New Haven Unified School District, CA|0626910|2019-2023|001|54731|1111|4114|507|7.5|0.9|3019|614|5.5|1.1|10350|768|18.9|1.3|9063|765|16.6|1.4|3869|539|7.1|1.0|15041|905|27.5|1.5|9275|680|16.9|1.3|47598|1098|87.0|1.4|24316|1097|44.4|2.0
9500000US0626970|New Hope Elementary School District, CA|0626970|2019-2023|001|755|188|96|73|12.7|8.7|132|70|17.5|7.9|199|71|26.4|8.8|167|57|22.1|7.6|36|26|4.8|3.3|114|107|15.1|11.4|11|10|1.5|1.4|527|148|69.8|10.8|125|108|16.6|11.4
9500000US0627030|New Jerusalem Elementary School District, CA|0627030|2019-2023|001|1810|261|207|98|11.4|4.8|175|69|9.7|3.8|730|144|40.3|6.0|323|140|17.8|7.0|109|46|6.0|2.6|187|72|10.3|3.6|79|39|4.4|2.1|1428|221|78.9|5.4|266|90|14.7|4.5
9700000US0627060|Newark Unified School District, CA|0627060|2019-2023|001|34920|750|1697|325|4.9|0.9|1969|380|5.6|1.1|6897|735|19.8|2.1|5227|659|15.0|1.8|2676|419|7.7|1.2|8615|795|24.7|2.1|7839|580|22.4|1.7|31254|918|89.5|1.5|16454|930|47.1|2.4
9500000US0627120|Newcastle Elementary School District, CA|0627120|2019-2023|001|2210|460|18|22|0.8|1.0|177|136|8.0|5.3|476|205|21.5|6.3|499|184|22.6|5.8|285|94|12.9|3.9|460|125|20.8|6.5|295|98|13.3|4.9|2015|389|91.2|5.1|755|175|34.2|9.4
